,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
12491,1180990605587852163,https://www.airbnb.com/rooms/1180990605587852163,20240911015516,2024-09-11,previous scrape,Para amantes del centro,"Perfect for lovers of Madrid life! This apartment located in one of the most emblematic neighborhoods of Madrid, two minutes from the Plaza de Santa Ana and Puerta del Sol, in a street without bar terraces (less noisy). It has 65 square meters distributed in a fully equipped kitchen and with a small window facing the living room, full bathroom and a room. It also has another room, perfect to be able to put an office, a second living room, and with an armchair bed.",,https://a0.muscache.com/pictures/miso/Hosting-1180990605587852163/original/6fafd47f-7980-466a-b990-eacd7b01e911.jpeg,583978377,https://www.airbnb.com/users/show/583978377,Gonzalo,2024-06-17,,,within a day,100%,90%,f,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,,1.0,1.0,"['email', 'phone']",f,t,,Cortes,Centro,40.4154582,-3.7017202,Entire rental unit,Entire home/apt,4,,1 bath,1.0,,"[""Air conditioning"", ""Self check-in"", ""Wifi"", ""TV"", ""Lockbox"", ""Kitchen"", ""Dedicated workspace""]",,3,365,3,3,365,365,3.0,365.0,,t,3,3,3,3,2024-09-11,5,5,2,2024-07-08,2024-08-31,4.8,4.8,4.8,4.8,5.0,5.0,4.8,,f,1,1,0,0,2.27
12512,1197221857399059535,https://www.airbnb.com/rooms/1197221857399059535,20240911015516,2024-09-11,previous scrape,Acogedor estudio en Madrid,"READ BEFORE BOOKING<br />I prohibit partying in the studio!!!<br />Located in the neighborhood of Delicias in Madrid, this studio is perfect for travelers looking for comfort and comfort in a quiet area of Madrid.<br />The studio is door to street and has private access. The studio has air conditioning, Wi-Fi, towels, hair dryer, bed linen and kitchen utensils.",,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTE5NzIyMTg1NzM5OTA1OTUzNQ%3D%3D/original/991118bb-1213-4f2b-8fe9-463c5fb7a118.jpeg,588647314,https://www.airbnb.com/users/show/588647314,Mirco,2024-07-09,"Madrid, Spain","Soy Mirco, vivo en Madrid y me gusta mucho viajar y receber huéspedes en mi Airbnb",within a day,100%,100%,f,https://a0.muscache.com/im/pictures/user/User-588647314/original/64c9bd62-9815-4bdf-9ab3-9e84796250f6.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-588647314/original/64c9bd62-9815-4bdf-9ab3-9e84796250f6.jpeg?aki_policy=profile_x_medium,,1.0,1.0,['phone'],t,t,,Chopera,Arganzuela,40.39899,-3.69976,Entire home,Entire home/apt,4,,1 bath,1.0,,"[""Hair dryer"", ""Extra pillows and blankets"", ""TV"", ""Wine glasses"", ""Private entrance"", ""Wifi"", ""Clothing storage: closet, wardrobe, and dresser"", ""Cooking basics"", ""Lockbox"", ""Microwave"", ""Room-darkening shades"", ""Dishes and silverware"", ""Refrigerator"", ""Free washer \u2013 In unit"", ""Trash compactor"", ""Essentials"", ""Hot water"", ""Bed linens"", ""Central air conditioning"", ""Self check-in"", ""Other electric stove"", ""Fire extinguisher"", ""Kitchenette"", ""Freezer""]",,3,365,3,3,365,365,3.0,365.0,,t,0,0,1,1,2024-09-11,1,1,0,2024-07-16,2024-07-16,4.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,1,0,0,0.52
12544,1023917586543409575,https://www.airbnb.com/rooms/1023917586543409575,20240911015516,2024-09-11,previous scrape,Cozy apartment in Madrid,"This cozy apartment has good access to the center, located in La Elipa (metro line 2). Family neighborhood, 3 minutes walk from La Elipa metro station. Ideal for couples. REDUCED PRICE for stays longer than a month.",,https://a0.muscache.com/pictures/miso/Hosting-1023917586543409575/original/089fede9-09fd-4746-9f83-9f22c7ea027e.jpeg,13466561,https://www.airbnb.com/users/show/13466561,Carlos,2014-03-24,"Madrid, Spain",,within a day,100%,78%,f,https://a0.muscache.com/im/pictures/user/c2a70158-1958-4628-99e1-43feedf8ac2e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c2a70158-1958-4628-99e1-43feedf8ac2e.jpg?aki_policy=profile_x_medium,,1.0,1.0,"['email', 'phone']",t,t,,Ventas,Ciudad Lineal,40.42582,-3.65147,Entire rental unit,Entire home/apt,3,,1 bath,2.0,,"[""Dining table"", ""Hair dryer"", ""Freezer"", ""TV"", ""Wine glasses"", ""Hot water kettle"", ""Cleaning products"", ""Kitchen"", ""Wifi"", ""Cooking basics"", ""Blender"", ""Microwave"", ""Stove"", ""Clothing storage: closet"", ""Coffee maker: espresso machine"", ""Dishes and silverware"", ""Refrigerator"", ""Stainless steel oven"", ""Washer"", ""Laundromat nearby"", ""Essentials"", ""Long term stays allowed"", ""Portable heater"", ""Hot water"", ""Bed linens"", ""AC - split type ductless system"", ""Dedicated workspace""]",,40,120,30,80,120,120,50.7,120.0,,t,4,5,5,51,2024-09-11,2,2,0,2024-05-14,2024-05-25,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,1,0,0,0.5
12562,38765599,https://www.airbnb.com/rooms/38765599,20240911015516,2024-09-11,city scrape,Piso nuevo en nuevos ministerios/cuatro caminos,"Focused accommodation for work stays or sightseeing in Madrid.<br />Newly renovated apartment with all amenities, fully equipped rooms, fully equipped and new kitchen, shower tray in the bathroom and a small outdoor patio of 11 meters to enjoy it. The apartment has a lot of light and is very quiet.",New departments four roads,https://a0.muscache.com/pictures/miso/Hosting-38765599/original/60b68766-a85c-4f31-9945-6f584ab5ee9d.jpeg,296459241,https://www.airbnb.com/users/show/296459241,Aitziber,2019-09-20,,,within a day,70%,26%,f,https://a0.muscache.com/im/pictures/user/e1021484-804b-4674-894d-102970ee2e8c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e1021484-804b-4674-894d-102970ee2e8c.jpg?aki_policy=profile_x_medium,Cuatro Caminos,1.0,1.0,"['email', 'phone']",t,t,"Madrid, Comunidad de Madrid, Spain",Cuatro Caminos,Tetuán,40.44925,-3.70013,Entire home,Entire home/apt,3,1.0,1 bath,2.0,2.0,"[""Heating"", ""Hair dryer"", ""Breakfast"", ""TV"", ""Backyard"", ""First aid kit"", ""Private entrance"", ""Kitchen"", ""Wifi"", ""Private patio or balcony"", ""Hangers"", ""Smoke alarm"", ""Conditioner"", ""Coffee"", ""Air conditioning"", ""Dishes and silverware"", ""Refrigerator"", ""Shampoo"", ""Washer"", ""Essentials"", ""Hot water"", ""Coffee maker"", ""Paid parking garage off premises"", ""Iron""]",$139.00,2,5,2,2,5,5,2.0,5.0,,t,12,40,68,102,2024-09-11,30,18,0,2023-02-03,2024-07-14,4.9,4.9,4.87,4.83,4.93,4.87,4.7,,f,1,1,0,0,1.53
12582,23089205,https://www.airbnb.com/rooms/23089205,20240911015516,2024-09-11,city scrape,Loft diafano de estética industrial neoyorquina,"Very modern diaphanous loft of minimalist New York style reformed with industrial aesthetics from an old artists studio, in the basement of the building, very quiet, in one of the best neighborhoods in Madrid, with very close restaurants, bars, shopping area! Perfect for couples!<br />Just two blocks from the Castilian, very close to the Metro and the main museums and monuments.","Experience Madrid from the heart of Chamberí, one of its most emblematic neighborhoods. <br />A few minutes walk to the most touristic areas of Madrid such as Malasaña, Chueca, Puerta del Sol, Gran Vía or Plaza Mayor. And also some of the least touristy, but very fashionable among Madrid's residents, such as Calle Ponzano. <br />A few meters from a wide range of cafes, restaurants, cinemas, theaters and museums.",https://a0.muscache.com/pictures/92ce83ff-bd5a-4692-aebd-02214acc02f8.jpg,171472215,https://www.airbnb.com/users/show/171472215,Tristan Ignacio,2018-02-03,"Madrid, Spain","Paseo del General Martinez Campos 20
28010 Madrid",within a day,100%,57%,t,https://a0.muscache.com/im/pictures/user/f5b32401-cc80-4f75-b1fe-85f6fe0810df.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f5b32401-cc80-4f75-b1fe-85f6fe0810df.jpg?aki_policy=profile_x_medium,Almagro,1.0,1.0,"['email', 'phone']",t,t,"Madrid, Comunidad de Madrid, Spain",Almagro,Chamberí,40.43383,-3.69425,Entire loft,Entire home/apt,4,1.0,1 bath,1.0,4.0,"[""Heating"", ""TV"", ""Backyard"", ""Kitchen"", ""Wifi"", ""Hangers"", ""Cooking basics"", ""Microwave"", ""Stove"", ""Air conditioning"", ""Dishes and silverware"", ""Refrigerator"", ""Shampoo"", ""Washer"", ""Essentials"", ""Long term stays allowed"", ""Hot water"", ""Coffee maker"", ""Oven"", ""Elevator""]",$85.00,25,730,25,29,730,730,27.9,730.0,,t,10,40,70,345,2024-09-11,71,4,0,2018-04-25,2024-06-29,4.41,4.49,4.46,4.66,4.63,4.89,4.32,,f,1,1,0,0,0.91
12593,1153338872943372003,https://www.airbnb.com/rooms/1153338872943372003,20240911015516,2024-09-11,city scrape,Se alquila habitación,Forget the worries in this great home - it's an oasis of tranquility!,,https://a0.muscache.com/pictures/hosting/Hosting-1153338872943372003/original/8b8d043f-cc32-4c14-a71b-434045b31176.jpeg,537682023,https://www.airbnb.com/users/show/537682023,Felix,2023-09-18,,,within a day,50%,25%,f,https://a0.muscache.com/im/pictures/user/f00fbc73-5f31-4506-bda8-2a3e1b9a9224.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f00fbc73-5f31-4506-bda8-2a3e1b9a9224.jpg?aki_policy=profile_x_medium,,1.0,1.0,['phone'],t,t,,San Fermín,Usera,40.36973325367692,-3.6938563548834966,Private room in rental unit,Private room,2,1.0,1 bath,2.0,2.0,"[""Wifi"", ""TV"", ""Lock on bedroom door"", ""Fire extinguisher"", ""Washer"", ""Smoke alarm"", ""Exterior security cameras on property"", ""Kitchen"", ""Smoking allowed""]",$38.00,1,365,1,1,365,365,1.0,365.0,,t,28,58,88,88,2024-09-11,0,0,0,,,,,,,,,,,f,1,0,1,0,
12599,1227332833070180582,https://www.airbnb.com/rooms/1227332833070180582,20240911015516,2024-09-11,city scrape,Descanso Madrileño!,"This flat on Calle Zabaleta in Madrid is a shared accommodation, ideal for international individuals. It features a vibrant and diverse living environment with people from various countries. The flat is fully furnished, offering spacious common areas, a well-equipped kitchen, and comfortable bedrooms. It's located in a lively neighborhood with easy access to public transport, shops, and local amenities. The atmosphere is friendly and sociable, making it perfect for students, young professionals!",,https://a0.muscache.com/pictures/hosting/Hosting-1227332833070180582/original/6abacf85-3734-46e7-ba54-4b55710e462b.jpeg,597245360,https://www.airbnb.com/users/show/597245360,Silvia,2024-08-20,"Madrid, Spain","We are an accommodation team, we are here to provide the best experience for you in our flats!",within a day,93%,0%,f,https://a0.muscache.com/im/pictures/user/User/original/ba2b6db0-dbd2-4292-a314-53c6d4839cf9.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/ba2b6db0-dbd2-4292-a314-53c6d4839cf9.jpeg?aki_policy=profile_x_medium,,1.0,1.0,"['email', 'phone']",t,f,,Prosperidad,Chamartín,40.443166969347864,-3.674390853116873,Private room in rental unit,Private room,2,2.0,2 shared baths,3.0,6.0,"[""Wifi"", ""TV"", ""Lock on bedroom door"", ""Washer"", ""First aid kit"", ""Host greets you"", ""Kitchen""]",$43.00,3,365,3,3,365,365,3.0,365.0,,t,7,32,62,337,2024-09-11,0,0,0,,,,,,,,,,,f,1,0,1,0,
12637,1042151577304255968,https://www.airbnb.com/rooms/1042151577304255968,20240911015516,2024-09-11,city scrape,Apartamento,Small and quiet apartment 20 minutes from Bernabeu walking and 15 min from Avenida América.,,https://a0.muscache.com/pictures/miso/Hosting-1042151577304255968/original/fd3ab007-0504-4da6-ba36-28e2c557a8fc.jpeg,24239786,https://www.airbnb.com/users/show/24239786,Rocío,2014-11-27,"Madrid, Spain",,within a day,71%,29%,f,https://a0.muscache.com/im/pictures/user/14fdd3c4-991f-47ca-acd5-67acca21e760.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/14fdd3c4-991f-47ca-acd5-67acca21e760.jpg?aki_policy=profile_x_medium,,1.0,1.0,"['email', 'phone']",t,t,,Prosperidad,Chamartín,40.4448,-3.67313,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,2.0,"[""Air conditioning"", ""Wifi"", ""TV"", ""Washer"", ""Patio or balcony"", ""Kitchen""]",$150.00,1,365,1,1,365,365,1.0,365.0,,t,0,21,51,325,2024-09-11,1,1,0,2024-07-14,2024-07-14,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,1,0,0,0.5
12677,21603367,https://www.airbnb.com/rooms/21603367,20240911015516,2024-09-11,city scrape,Hermoso Piso en Centro Madrid,"90mts2 apartment, with one room, 1.5 bathrooms and a spacious living/dining room. A small but functional kitchen for what you need. Located in the center of Madrid (1'from the Callao metro) you can enjoy all the attractions that Madrid has just walking. No noises and allows a good rest. It has a double sofa bed in the living room.",,https://a0.muscache.com/pictures/miso/Hosting-21603367/original/7961c4fe-b790-41ee-9220-30487f0cb277.jpeg,156900520,https://www.airbnb.com/users/show/156900520,Pablo,2017-10-31,Chile,,within a day,100%,0%,f,https://a0.muscache.com/im/pictures/user/950224ea-e2ec-4a3a-8d08-a3f69a296544.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/950224ea-e2ec-4a3a-8d08-a3f69a296544.jpg?aki_policy=profile_x_medium,,1.0,1.0,"['email', 'phone', 'work_email']",t,t,,Universidad,Centro,40.4223444215351,-3.707405703296226,Entire rental unit,Entire home/apt,2,2.0,2 baths,1.0,1.0,"[""Wifi"", ""Washer"", ""Kitchen""]",$88.00,14,30,14,14,30,30,14.0,30.0,,t,0,0,0,41,2024-09-11,0,0,0,,,,,,,,,,,f,1,1,0,0,
12693,853474896301878936,https://www.airbnb.com/rooms/853474896301878936,20240911015516,2024-09-11,city scrape,Piso de lujo a 2 cuadras del parque del Retiro,"Cozy luxury apartment with all amenities 2 minutes walk from Retiro Park.<br />It is delivered as it is in the photos, fully  equipped.<br />It has a dining room with fully equipped integrated kitchen and spacious en-suite bedroom with built-in closets. <br />It has double glazed windows ideal for maintaining temperature and silence inside.  <br />  Location: Close to Metro and bus stations. The neighborhood is very quiet, all the services and shops nearby.","This apartment is located two minutes away on foot from Parque delRetiro.<br />The neighborhood is very quiet, sophisticated and safe. You will cross the park and you will reach Plaza Independencia , Calle Serrano and Velázquez, where there is a wide variety of shops and designer boutiques.",https://a0.muscache.com/pictures/miso/Hosting-853474896301878936/original/c5a07ac1-fc99-4a8b-a7db-1bcdee795126.jpeg,36873413,https://www.airbnb.com/users/show/36873413,Debora,2015-06-27,"Madrid, Spain",,within a day,82%,72%,t,https://a0.muscache.com/im/pictures/user/287fd0d9-1439-47a3-ab6d-f94e3cc2714c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/287fd0d9-1439-47a3-ab6d-f94e3cc2714c.jpg?aki_policy=profile_x_medium,,1.0,2.0,"['email', 'phone']",t,t,"Madrid, Comunidad de Madrid, Spain",Ibiza,Retiro,40.41677223524872,-3.674829173518495,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Heating"", ""Dining table"", ""Hair dryer"", ""Extra pillows and blankets"", ""Toaster"", ""Freezer"", ""Washer \u2013\u00a0In unit"", ""Clothing storage: closet and dresser"", ""TV"", ""Wine glasses"", ""Hot water kettle"", ""Private entrance"", ""Kitchen"", ""Dishwasher"", ""Wifi"", ""Hangers"", ""Cooking basics"", ""Microwave"", ""Air conditioning"", ""Dishes and silverware"", ""Refrigerator"", ""Free dryer \u2013 In unit"", ""Essentials"", ""Hot water"", ""Bed linens"", ""Coffee maker"", ""City skyline view"", ""Garden view"", ""Bosh stainless steel oven"", ""Iron"", ""Dedicated workspace""]",$113.00,3,60,1,3,60,60,3.0,60.0,,t,5,26,56,249,2024-09-11,26,23,0,2023-05-15,2024-07-24,4.88,4.88,4.81,4.92,4.96,5.0,4.81,,f,1,1,0,0,1.6
12702,1191305162113958769,https://www.airbnb.com/rooms/1191305162113958769,20240911015516,2024-09-11,city scrape,San Carlos XIV,"This elegant apartment, located in a building completely renovated in 2022 on the emblematic San Carlos street in Madrid, offers exceptional common areas such as a coworking room and a large community terrace. The apartment combines the historical charm of its façade with a modern and functional interior. It has two large bedrooms and a full bathroom with high quality finishes and a bright living room.",,https://a0.muscache.com/pictures/prohost-api/Hosting-1191305162113958769/original/29c76929-abe0-4ae2-b78f-304a94ee723f.jpeg,438136382,https://www.airbnb.com/users/show/438136382,Home Club,2021-12-30,"Madrid, Spain","At Home Club, all of our properties have been hand selected to ensure they meet our high standards for stylish interior design, state-of-the-art appliances, and premium amenities. Our team has thought of all the details when it comes to our homes, when you move in you’ll find everything from kitchenware to toiletries. Every reservation with us also includes 24/7 customer service so you can rest easy knowing our team is always available to help you. From the moment you call our reservations team, you will receive personalized care, including being either personally greeted by a Home Club team member or given comprehensive self-check-in instructions. Contact us today to reserve your move-in-ready home in the best neighborhoods of Spain. ",within a day,54%,46%,f,https://a0.muscache.com/im/pictures/user/70a3fe38-1c61-4d7a-9842-06853769231a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/70a3fe38-1c61-4d7a-9842-06853769231a.jpg?aki_policy=profile_x_medium,,272.0,339.0,"['email', 'phone']",t,t,,Embajadores,Centro,40.41033700000001,-3.701777699999999,Entire rental unit,Entire home/apt,3,1.0,1 bath,2.0,2.0,"[""Air conditioning"", ""Heating"", ""Dishwasher"", ""Wifi"", ""Washer"", ""TV with standard cable"", ""Smoke alarm"", ""Elevator"", ""Iron"", ""Bed linens""]",$104.00,1,365,30,30,365,365,30.0,365.0,,t,0,0,0,263,2024-09-11,0,0,0,,,,,,,,,,,f,193,193,0,0,
12715,939094622090867072,https://www.airbnb.com/rooms/939094622090867072,20240911015516,2024-09-11,city scrape,Homeclub | Modern Apartment in Lavapies,This new 1 bedroom penthouse apartment for rent in central Madrid is great for those looking to experience the city. The space is available for flexible monthly rentals allowing you to adapt to your own schedule. The apartment also comes with the option to rent parking and a storage room.,,https://a0.muscache.com/pictures/prohost-api/Hosting-939094622090867072/original/7a0dd02d-d009-42b4-8127-036730778119.jpeg,438136382,https://www.airbnb.com/users/show/438136382,Home Club,2021-12-30,"Madrid, Spain","At Home Club, all of our properties have been hand selected to ensure they meet our high standards for stylish interior design, state-of-the-art appliances, and premium amenities. Our team has thought of all the details when it comes to our homes, when you move in you’ll find everything from kitchenware to toiletries. Every reservation with us also includes 24/7 customer service so you can rest easy knowing our team is always available to help you. From the moment you call our reservations team, you will receive personalized care, including being either personally greeted by a Home Club team member or given comprehensive self-check-in instructions. Contact us today to reserve your move-in-ready home in the best neighborhoods of Spain. ",within a day,54%,46%,f,https://a0.muscache.com/im/pictures/user/70a3fe38-1c61-4d7a-9842-06853769231a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/70a3fe38-1c61-4d7a-9842-06853769231a.jpg?aki_policy=profile_x_medium,,272.0,339.0,"['email', 'phone']",t,t,,Embajadores,Centro,40.40949201453364,-3.700658184673128,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Air conditioning"", ""Heating"", ""Dishwasher"", ""TV with standard cable"", ""Elevator"", ""Bed linens""]",$103.00,30,365,1,30,365,365,9.6,365.0,,t,0,4,34,56,2024-09-11,1,1,0,2023-10-06,2023-10-06,4.0,4.0,4.0,5.0,4.0,4.0,4.0,,f,193,193,0,0,0.09
